"variable","variable_id","job_number","year"
"covered_union_or_employee_contract","E67103.00",3,1988
"covered_union_or_employee_contract","E67104.00",4,1988
"covered_union_or_employee_contract","E67105.00",5,1988
"covered_union_or_employee_contract","E67106.00",6,1988
"covered_union_or_employee_contract","E67107.00",7,1988
"covered_union_or_employee_contract","E67108.00",8,1988
"covered_union_or_employee_contract","E67109.00",9,1988
"covered_union_or_employee_contract","E67110.00",10,1988
"covered_union_or_employee_contract","E67111.00",11,1988
"covered_union_or_employee_contract","E67112.00",12,1988
"covered_union_or_employee_contract","E67113.00",13,1988
"covered_union_or_employee_contract","E67114.00",14,1988
"covered_union_or_employee_contract","E67115.00",15,1988
"covered_union_or_employee_contract","E67116.00",16,1988
"covered_union_or_employee_contract","E67117.00",17,1988
"covered_union_or_employee_contract","E67118.00",18,1988
"covered_union_or_employee_contract","E67119.00",19,1988
"covered_union_or_employee_contract","E67120.00",20,1988
"covered_union_or_employee_contract","E67121.00",21,1988
"covered_union_or_employee_contract","E67122.00",22,1988
"covered_union_or_employee_contract","E67123.00",23,1988
"covered_union_or_employee_contract","E67124.00",24,1988
"covered_union_or_employee_contract","E67125.00",25,1988
"covered_union_or_employee_contract","E67126.00",26,1988
"covered_union_or_employee_contract","E67127.00",27,1988
"covered_union_or_employee_contract","E67128.00",28,1988
"covered_union_or_employee_contract","E67129.00",29,1988
"covered_union_or_employee_contract","E67130.00",30,1988
"covered_union_or_employee_contract","E67131.00",31,1988
"covered_union_or_employee_contract","E67201.00",1,1989
"covered_union_or_employee_contract","E67202.00",2,1989
"covered_union_or_employee_contract","E67203.00",3,1989
"covered_union_or_employee_contract","E67204.00",4,1989
"covered_union_or_employee_contract","E67205.00",5,1989
"covered_union_or_employee_contract","E67206.00",6,1989
"covered_union_or_employee_contract","E67207.00",7,1989
"covered_union_or_employee_contract","E67208.00",8,1989
"covered_union_or_employee_contract","E67209.00",9,1989
"covered_union_or_employee_contract","E67210.00",10,1989
"covered_union_or_employee_contract","E67211.00",11,1989
"covered_union_or_employee_contract","E67212.00",12,1989
"covered_union_or_employee_contract","E67213.00",13,1989
"covered_union_or_employee_contract","E67214.00",14,1989
"covered_union_or_employee_contract","E67215.00",15,1989
"covered_union_or_employee_contract","E67216.00",16,1989
"covered_union_or_employee_contract","E67217.00",17,1989
"covered_union_or_employee_contract","E67218.00",18,1989
"covered_union_or_employee_contract","E67219.00",19,1989
"covered_union_or_employee_contract","E67220.00",20,1989
"covered_union_or_employee_contract","E67221.00",21,1989
"covered_union_or_employee_contract","E67222.00",22,1989
"covered_union_or_employee_contract","E67223.00",23,1989
"covered_union_or_employee_contract","E67224.00",24,1989
"covered_union_or_employee_contract","E67225.00",25,1989
"covered_union_or_employee_contract","E67226.00",26,1989
"covered_union_or_employee_contract","E67227.00",27,1989
"covered_union_or_employee_contract","E67228.00",28,1989
"covered_union_or_employee_contract","E67229.00",29,1989
"covered_union_or_employee_contract","E67230.00",30,1989
"covered_union_or_employee_contract","E67231.00",31,1989
"covered_union_or_employee_contract","E67232.00",32,1989
"covered_union_or_employee_contract","E67233.00",33,1989
"covered_union_or_employee_contract","E67234.00",34,1989
"covered_union_or_employee_contract","E67235.00",35,1989
"covered_union_or_employee_contract","E67301.00",1,1990
"covered_union_or_employee_contract","E67302.00",2,1990
"covered_union_or_employee_contract","E67303.00",3,1990
"covered_union_or_employee_contract","E67304.00",4,1990
"covered_union_or_employee_contract","E67305.00",5,1990
"covered_union_or_employee_contract","E67306.00",6,1990
"covered_union_or_employee_contract","E67307.00",7,1990
"covered_union_or_employee_contract","E67308.00",8,1990
"covered_union_or_employee_contract","E67309.00",9,1990
"covered_union_or_employee_contract","E67310.00",10,1990
"covered_union_or_employee_contract","E67311.00",11,1990
"covered_union_or_employee_contract","E67312.00",12,1990
"covered_union_or_employee_contract","E67313.00",13,1990
"covered_union_or_employee_contract","E67314.00",14,1990
"covered_union_or_employee_contract","E67315.00",15,1990
"covered_union_or_employee_contract","E67316.00",16,1990
"covered_union_or_employee_contract","E67317.00",17,1990
"covered_union_or_employee_contract","E67318.00",18,1990
"covered_union_or_employee_contract","E67319.00",19,1990
"covered_union_or_employee_contract","E67320.00",20,1990
"covered_union_or_employee_contract","E67321.00",21,1990
"covered_union_or_employee_contract","E67322.00",22,1990
"covered_union_or_employee_contract","E67323.00",23,1990
"covered_union_or_employee_contract","E67324.00",24,1990
"covered_union_or_employee_contract","E67325.00",25,1990
"covered_union_or_employee_contract","E67326.00",26,1990
"covered_union_or_employee_contract","E67327.00",27,1990
"covered_union_or_employee_contract","E67328.00",28,1990
"covered_union_or_employee_contract","E67329.00",29,1990
"covered_union_or_employee_contract","E67330.00",30,1990
"covered_union_or_employee_contract","E67331.00",31,1990
"covered_union_or_employee_contract","E67332.00",32,1990
"covered_union_or_employee_contract","E67333.00",33,1990
"covered_union_or_employee_contract","E67334.00",35,1990
"covered_union_or_employee_contract","E67335.00",36,1990
"covered_union_or_employee_contract","E67336.00",37,1990
"covered_union_or_employee_contract","E67337.00",38,1990
"covered_union_or_employee_contract","E67401.00",1,1991
"covered_union_or_employee_contract","E67402.00",2,1991
"covered_union_or_employee_contract","E67403.00",3,1991
"covered_union_or_employee_contract","E67404.00",4,1991
"covered_union_or_employee_contract","E67405.00",5,1991
"covered_union_or_employee_contract","E67406.00",6,1991
"covered_union_or_employee_contract","E67407.00",7,1991
"covered_union_or_employee_contract","E67408.00",8,1991
"covered_union_or_employee_contract","E67409.00",9,1991
"covered_union_or_employee_contract","E67410.00",10,1991
"covered_union_or_employee_contract","E67411.00",11,1991
"covered_union_or_employee_contract","E67412.00",12,1991
"covered_union_or_employee_contract","E67413.00",13,1991
"covered_union_or_employee_contract","E67414.00",14,1991
"covered_union_or_employee_contract","E67415.00",15,1991
"covered_union_or_employee_contract","E67416.00",16,1991
"covered_union_or_employee_contract","E67417.00",17,1991
"covered_union_or_employee_contract","E67418.00",18,1991
"covered_union_or_employee_contract","E67419.00",19,1991
"covered_union_or_employee_contract","E67420.00",20,1991
"covered_union_or_employee_contract","E67421.00",21,1991
"covered_union_or_employee_contract","E67422.00",22,1991
"covered_union_or_employee_contract","E67423.00",23,1991
"covered_union_or_employee_contract","E67424.00",24,1991
"covered_union_or_employee_contract","E67425.00",25,1991
"covered_union_or_employee_contract","E67426.00",26,1991
"covered_union_or_employee_contract","E67427.00",27,1991
"covered_union_or_employee_contract","E67428.00",28,1991
"covered_union_or_employee_contract","E67429.00",29,1991
"covered_union_or_employee_contract","E67430.00",30,1991
"covered_union_or_employee_contract","E67431.00",31,1991
"covered_union_or_employee_contract","E67432.00",32,1991
"covered_union_or_employee_contract","E67433.00",33,1991
"covered_union_or_employee_contract","E67434.00",34,1991
"covered_union_or_employee_contract","E67501.00",1,1992
"covered_union_or_employee_contract","E67502.00",2,1992
"covered_union_or_employee_contract","E67503.00",3,1992
"covered_union_or_employee_contract","E67504.00",4,1992
"covered_union_or_employee_contract","E67505.00",5,1992
"covered_union_or_employee_contract","E67506.00",6,1992
"covered_union_or_employee_contract","E67507.00",7,1992
"covered_union_or_employee_contract","E67508.00",8,1992
"covered_union_or_employee_contract","E67509.00",9,1992
"covered_union_or_employee_contract","E67510.00",10,1992
"covered_union_or_employee_contract","E67511.00",11,1992
"covered_union_or_employee_contract","E67512.00",12,1992
"covered_union_or_employee_contract","E67513.00",13,1992
"covered_union_or_employee_contract","E67514.00",14,1992
"covered_union_or_employee_contract","E67515.00",15,1992
"covered_union_or_employee_contract","E67516.00",16,1992
"covered_union_or_employee_contract","E67517.00",17,1992
"covered_union_or_employee_contract","E67518.00",18,1992
"covered_union_or_employee_contract","E67519.00",19,1992
"covered_union_or_employee_contract","E67520.00",20,1992
"covered_union_or_employee_contract","E67521.00",21,1992
"covered_union_or_employee_contract","E67522.00",22,1992
"covered_union_or_employee_contract","E67523.00",23,1992
"covered_union_or_employee_contract","E67524.00",24,1992
"covered_union_or_employee_contract","E67525.00",25,1992
"covered_union_or_employee_contract","E67526.00",26,1992
"covered_union_or_employee_contract","E67527.00",27,1992
"covered_union_or_employee_contract","E67528.00",28,1992
"covered_union_or_employee_contract","E67529.00",29,1992
"covered_union_or_employee_contract","E67530.00",31,1992
"covered_union_or_employee_contract","E67531.00",32,1992
"covered_union_or_employee_contract","E67532.00",33,1992
"covered_union_or_employee_contract","E67533.00",35,1992
"covered_union_or_employee_contract","E67534.00",36,1992
"covered_union_or_employee_contract","E67601.00",1,1993
"covered_union_or_employee_contract","E67602.00",2,1993
"covered_union_or_employee_contract","E67603.00",3,1993
"covered_union_or_employee_contract","E67604.00",4,1993
"covered_union_or_employee_contract","E67605.00",5,1993
"covered_union_or_employee_contract","E67606.00",6,1993
"covered_union_or_employee_contract","E67607.00",7,1993
"covered_union_or_employee_contract","E67608.00",8,1993
"covered_union_or_employee_contract","E67609.00",9,1993
"covered_union_or_employee_contract","E67610.00",10,1993
"covered_union_or_employee_contract","E67611.00",11,1993
"covered_union_or_employee_contract","E67612.00",12,1993
"covered_union_or_employee_contract","E67613.00",13,1993
"covered_union_or_employee_contract","E67614.00",14,1993
"covered_union_or_employee_contract","E67615.00",15,1993
"covered_union_or_employee_contract","E67616.00",16,1993
"covered_union_or_employee_contract","E67617.00",17,1993
"covered_union_or_employee_contract","E67618.00",18,1993
"covered_union_or_employee_contract","E67619.00",19,1993
"covered_union_or_employee_contract","E67620.00",20,1993
"covered_union_or_employee_contract","E67621.00",21,1993
"covered_union_or_employee_contract","E67622.00",22,1993
"covered_union_or_employee_contract","E67623.00",23,1993
"covered_union_or_employee_contract","E67624.00",24,1993
"covered_union_or_employee_contract","E67625.00",25,1993
"covered_union_or_employee_contract","E67626.00",26,1993
"covered_union_or_employee_contract","E67627.00",27,1993
"covered_union_or_employee_contract","E67628.00",28,1993
"covered_union_or_employee_contract","E67629.00",29,1993
"covered_union_or_employee_contract","E67630.00",30,1993
"covered_union_or_employee_contract","E67631.00",31,1993
"covered_union_or_employee_contract","E67632.00",32,1993
"covered_union_or_employee_contract","E67633.00",33,1993
"covered_union_or_employee_contract","E67634.00",34,1993
"covered_union_or_employee_contract","E67635.00",35,1993
"covered_union_or_employee_contract","E67636.00",36,1993
"covered_union_or_employee_contract","E67701.00",1,1994
"covered_union_or_employee_contract","E67702.00",2,1994
"covered_union_or_employee_contract","E67703.00",3,1994
"covered_union_or_employee_contract","E67704.00",4,1994
"covered_union_or_employee_contract","E67705.00",5,1994
"covered_union_or_employee_contract","E67706.00",6,1994
"covered_union_or_employee_contract","E67707.00",7,1994
"covered_union_or_employee_contract","E67708.00",8,1994
"covered_union_or_employee_contract","E67709.00",9,1994
"covered_union_or_employee_contract","E67710.00",10,1994
"covered_union_or_employee_contract","E67711.00",11,1994
"covered_union_or_employee_contract","E67712.00",12,1994
"covered_union_or_employee_contract","E67713.00",13,1994
"covered_union_or_employee_contract","E67714.00",14,1994
"covered_union_or_employee_contract","E67715.00",15,1994
"covered_union_or_employee_contract","E67716.00",16,1994
"covered_union_or_employee_contract","E67717.00",17,1994
"covered_union_or_employee_contract","E67718.00",18,1994
"covered_union_or_employee_contract","E67719.00",19,1994
"covered_union_or_employee_contract","E67720.00",20,1994
"covered_union_or_employee_contract","E67721.00",21,1994
"covered_union_or_employee_contract","E67722.00",22,1994
"covered_union_or_employee_contract","E67723.00",23,1994
"covered_union_or_employee_contract","E67724.00",24,1994
"covered_union_or_employee_contract","E67725.00",25,1994
"covered_union_or_employee_contract","E67726.00",26,1994
"covered_union_or_employee_contract","E67727.00",27,1994
"covered_union_or_employee_contract","E67728.00",28,1994
"covered_union_or_employee_contract","E67729.00",29,1994
"covered_union_or_employee_contract","E67730.00",30,1994
"covered_union_or_employee_contract","E67731.00",31,1994
"covered_union_or_employee_contract","E67732.00",32,1994
"covered_union_or_employee_contract","E67733.00",33,1994
"covered_union_or_employee_contract","E67734.00",34,1994
"covered_union_or_employee_contract","E67735.00",36,1994
"covered_union_or_employee_contract","E67736.00",37,1994
"covered_union_or_employee_contract","E67737.00",38,1994
"covered_union_or_employee_contract","E67738.00",39,1994
"covered_union_or_employee_contract","E67801.00",1,1996
"covered_union_or_employee_contract","E67802.00",2,1996
"covered_union_or_employee_contract","E67803.00",3,1996
"covered_union_or_employee_contract","E67804.00",4,1996
"covered_union_or_employee_contract","E67805.00",5,1996
"covered_union_or_employee_contract","E67806.00",6,1996
"covered_union_or_employee_contract","E67807.00",7,1996
"covered_union_or_employee_contract","E67808.00",8,1996
"covered_union_or_employee_contract","E67809.00",9,1996
"covered_union_or_employee_contract","E67810.00",10,1996
"covered_union_or_employee_contract","E67811.00",11,1996
"covered_union_or_employee_contract","E67812.00",12,1996
"covered_union_or_employee_contract","E67813.00",13,1996
"covered_union_or_employee_contract","E67814.00",14,1996
"covered_union_or_employee_contract","E67815.00",15,1996
"covered_union_or_employee_contract","E67816.00",16,1996
"covered_union_or_employee_contract","E67817.00",17,1996
"covered_union_or_employee_contract","E67818.00",18,1996
"covered_union_or_employee_contract","E67819.00",19,1996
"covered_union_or_employee_contract","E67820.00",20,1996
"covered_union_or_employee_contract","E67821.00",21,1996
"covered_union_or_employee_contract","E67822.00",22,1996
"covered_union_or_employee_contract","E67823.00",23,1996
"covered_union_or_employee_contract","E67824.00",24,1996
"covered_union_or_employee_contract","E67825.00",25,1996
"covered_union_or_employee_contract","E67826.00",26,1996
"covered_union_or_employee_contract","E67827.00",27,1996
"covered_union_or_employee_contract","E67828.00",28,1996
"covered_union_or_employee_contract","E67829.00",29,1996
"covered_union_or_employee_contract","E67830.00",30,1996
"covered_union_or_employee_contract","E67831.00",31,1996
"covered_union_or_employee_contract","E67832.00",32,1996
"covered_union_or_employee_contract","E67833.00",33,1996
"covered_union_or_employee_contract","E67834.00",34,1996
"covered_union_or_employee_contract","E67835.00",35,1996
"covered_union_or_employee_contract","E67836.00",36,1996
"covered_union_or_employee_contract","E67837.00",37,1996
"covered_union_or_employee_contract","E67838.00",40,1996
"covered_union_or_employee_contract","E67901.00",1,1998
"covered_union_or_employee_contract","E67902.00",2,1998
"covered_union_or_employee_contract","E67903.00",3,1998
"covered_union_or_employee_contract","E67904.00",4,1998
"covered_union_or_employee_contract","E67905.00",5,1998
"covered_union_or_employee_contract","E67906.00",6,1998
"covered_union_or_employee_contract","E67907.00",7,1998
"covered_union_or_employee_contract","E67908.00",8,1998
"covered_union_or_employee_contract","E67909.00",9,1998
"covered_union_or_employee_contract","E67910.00",10,1998
"covered_union_or_employee_contract","E67911.00",11,1998
"covered_union_or_employee_contract","E67912.00",12,1998
"covered_union_or_employee_contract","E67913.00",13,1998
"covered_union_or_employee_contract","E67914.00",14,1998
"covered_union_or_employee_contract","E67915.00",15,1998
"covered_union_or_employee_contract","E67916.00",16,1998
"covered_union_or_employee_contract","E67917.00",17,1998
"covered_union_or_employee_contract","E67918.00",18,1998
"covered_union_or_employee_contract","E67919.00",19,1998
"covered_union_or_employee_contract","E67920.00",20,1998
"covered_union_or_employee_contract","E67921.00",21,1998
"covered_union_or_employee_contract","E67922.00",22,1998
"covered_union_or_employee_contract","E67923.00",23,1998
"covered_union_or_employee_contract","E67924.00",24,1998
"covered_union_or_employee_contract","E67925.00",25,1998
"covered_union_or_employee_contract","E67926.00",26,1998
"covered_union_or_employee_contract","E67927.00",27,1998
"covered_union_or_employee_contract","E67928.00",28,1998
"covered_union_or_employee_contract","E67929.00",29,1998
"covered_union_or_employee_contract","E67930.00",30,1998
"covered_union_or_employee_contract","E67931.00",31,1998
"covered_union_or_employee_contract","E67932.00",32,1998
"covered_union_or_employee_contract","E67933.00",33,1998
"covered_union_or_employee_contract","E67934.00",34,1998
"covered_union_or_employee_contract","E67935.00",35,1998
"covered_union_or_employee_contract","E67936.00",36,1998
"covered_union_or_employee_contract","E67937.00",37,1998
"covered_union_or_employee_contract","E67938.00",38,1998
"covered_union_or_employee_contract","E67939.00",39,1998
"covered_union_or_employee_contract","E67940.00",40,1998
"covered_union_or_employee_contract","E67941.00",41,1998
"covered_union_or_employee_contract","E67942.00",42,1998
"covered_union_or_employee_contract","E67943.00",45,1998
"covered_union_or_employee_contract","E68001.00",1,2000
"covered_union_or_employee_contract","E68002.00",2,2000
"covered_union_or_employee_contract","E68003.00",3,2000
"covered_union_or_employee_contract","E68004.00",4,2000
"covered_union_or_employee_contract","E68005.00",5,2000
"covered_union_or_employee_contract","E68006.00",6,2000
"covered_union_or_employee_contract","E68007.00",7,2000
"covered_union_or_employee_contract","E68008.00",8,2000
"covered_union_or_employee_contract","E68009.00",9,2000
"covered_union_or_employee_contract","E68010.00",10,2000
"covered_union_or_employee_contract","E68011.00",11,2000
"covered_union_or_employee_contract","E68012.00",12,2000
"covered_union_or_employee_contract","E68013.00",13,2000
"covered_union_or_employee_contract","E68014.00",14,2000
"covered_union_or_employee_contract","E68015.00",15,2000
"covered_union_or_employee_contract","E68016.00",16,2000
"covered_union_or_employee_contract","E68017.00",17,2000
"covered_union_or_employee_contract","E68018.00",18,2000
"covered_union_or_employee_contract","E68019.00",19,2000
"covered_union_or_employee_contract","E68020.00",20,2000
"covered_union_or_employee_contract","E68021.00",21,2000
"covered_union_or_employee_contract","E68022.00",22,2000
"covered_union_or_employee_contract","E68023.00",23,2000
"covered_union_or_employee_contract","E68024.00",24,2000
"covered_union_or_employee_contract","E68025.00",25,2000
"covered_union_or_employee_contract","E68026.00",26,2000
"covered_union_or_employee_contract","E68027.00",27,2000
"covered_union_or_employee_contract","E68028.00",28,2000
"covered_union_or_employee_contract","E68029.00",29,2000
"covered_union_or_employee_contract","E68030.00",30,2000
"covered_union_or_employee_contract","E68031.00",31,2000
"covered_union_or_employee_contract","E68032.00",32,2000
"covered_union_or_employee_contract","E68033.00",33,2000
"covered_union_or_employee_contract","E68034.00",34,2000
"covered_union_or_employee_contract","E68035.00",35,2000
"covered_union_or_employee_contract","E68036.00",36,2000
"covered_union_or_employee_contract","E68037.00",37,2000
"covered_union_or_employee_contract","E68038.00",38,2000
"covered_union_or_employee_contract","E68039.00",39,2000
"covered_union_or_employee_contract","E68040.00",40,2000
"covered_union_or_employee_contract","E68041.00",41,2000
"covered_union_or_employee_contract","E68042.00",42,2000
"covered_union_or_employee_contract","E68043.00",43,2000
"covered_union_or_employee_contract","E68044.00",44,2000
"covered_union_or_employee_contract","E68045.00",46,2000
"covered_union_or_employee_contract","E68046.00",47,2000
"covered_union_or_employee_contract","E68047.00",48,2000
"covered_union_or_employee_contract","E68101.00",1,2002
"covered_union_or_employee_contract","E68102.00",2,2002
"covered_union_or_employee_contract","E68103.00",3,2002
"covered_union_or_employee_contract","E68104.00",4,2002
"covered_union_or_employee_contract","E68105.00",5,2002
"covered_union_or_employee_contract","E68106.00",6,2002
"covered_union_or_employee_contract","E68107.00",7,2002
"covered_union_or_employee_contract","E68108.00",8,2002
"covered_union_or_employee_contract","E68109.00",9,2002
"covered_union_or_employee_contract","E68110.00",10,2002
"covered_union_or_employee_contract","E68111.00",11,2002
"covered_union_or_employee_contract","E68112.00",12,2002
"covered_union_or_employee_contract","E68113.00",13,2002
"covered_union_or_employee_contract","E68114.00",14,2002
"covered_union_or_employee_contract","E68115.00",15,2002
"covered_union_or_employee_contract","E68116.00",16,2002
"covered_union_or_employee_contract","E68117.00",17,2002
"covered_union_or_employee_contract","E68118.00",18,2002
"covered_union_or_employee_contract","E68119.00",19,2002
"covered_union_or_employee_contract","E68120.00",20,2002
"covered_union_or_employee_contract","E68121.00",21,2002
"covered_union_or_employee_contract","E68122.00",22,2002
"covered_union_or_employee_contract","E68123.00",23,2002
"covered_union_or_employee_contract","E68124.00",24,2002
"covered_union_or_employee_contract","E68125.00",25,2002
"covered_union_or_employee_contract","E68126.00",26,2002
"covered_union_or_employee_contract","E68127.00",27,2002
"covered_union_or_employee_contract","E68128.00",28,2002
"covered_union_or_employee_contract","E68129.00",29,2002
"covered_union_or_employee_contract","E68130.00",30,2002
"covered_union_or_employee_contract","E68131.00",31,2002
"covered_union_or_employee_contract","E68132.00",32,2002
"covered_union_or_employee_contract","E68133.00",33,2002
"covered_union_or_employee_contract","E68134.00",34,2002
"covered_union_or_employee_contract","E68135.00",35,2002
"covered_union_or_employee_contract","E68136.00",36,2002
"covered_union_or_employee_contract","E68137.00",37,2002
"covered_union_or_employee_contract","E68138.00",38,2002
"covered_union_or_employee_contract","E68139.00",39,2002
"covered_union_or_employee_contract","E68140.00",40,2002
"covered_union_or_employee_contract","E68141.00",41,2002
"covered_union_or_employee_contract","E68142.00",48,2002
"covered_union_or_employee_contract","E68143.00",49,2002
"covered_union_or_employee_contract","E68144.00",50,2002
"covered_union_or_employee_contract","E68145.00",52,2002
"covered_union_or_employee_contract","E68146.00",53,2002
"covered_union_or_employee_contract","E68147.00",54,2002
"covered_union_or_employee_contract","E68201.00",1,2004
"covered_union_or_employee_contract","E68202.00",2,2004
"covered_union_or_employee_contract","E68203.00",3,2004
"covered_union_or_employee_contract","E68204.00",4,2004
"covered_union_or_employee_contract","E68205.00",5,2004
"covered_union_or_employee_contract","E68206.00",6,2004
"covered_union_or_employee_contract","E68207.00",7,2004
"covered_union_or_employee_contract","E68208.00",8,2004
"covered_union_or_employee_contract","E68209.00",9,2004
"covered_union_or_employee_contract","E68210.00",10,2004
"covered_union_or_employee_contract","E68211.00",11,2004
"covered_union_or_employee_contract","E68212.00",12,2004
"covered_union_or_employee_contract","E68213.00",13,2004
"covered_union_or_employee_contract","E68214.00",14,2004
"covered_union_or_employee_contract","E68215.00",15,2004
"covered_union_or_employee_contract","E68216.00",16,2004
"covered_union_or_employee_contract","E68217.00",17,2004
"covered_union_or_employee_contract","E68218.00",18,2004
"covered_union_or_employee_contract","E68219.00",19,2004
"covered_union_or_employee_contract","E68220.00",20,2004
"covered_union_or_employee_contract","E68221.00",21,2004
"covered_union_or_employee_contract","E68222.00",22,2004
"covered_union_or_employee_contract","E68223.00",23,2004
"covered_union_or_employee_contract","E68224.00",24,2004
"covered_union_or_employee_contract","E68225.00",25,2004
"covered_union_or_employee_contract","E68226.00",26,2004
"covered_union_or_employee_contract","E68227.00",27,2004
"covered_union_or_employee_contract","E68228.00",28,2004
"covered_union_or_employee_contract","E68229.00",29,2004
"covered_union_or_employee_contract","E68230.00",30,2004
"covered_union_or_employee_contract","E68231.00",31,2004
"covered_union_or_employee_contract","E68232.00",32,2004
"covered_union_or_employee_contract","E68233.00",33,2004
"covered_union_or_employee_contract","E68234.00",34,2004
"covered_union_or_employee_contract","E68235.00",35,2004
"covered_union_or_employee_contract","E68236.00",36,2004
"covered_union_or_employee_contract","E68237.00",37,2004
"covered_union_or_employee_contract","E68238.00",38,2004
"covered_union_or_employee_contract","E68239.00",39,2004
"covered_union_or_employee_contract","E68240.00",40,2004
"covered_union_or_employee_contract","E68241.00",41,2004
"covered_union_or_employee_contract","E68242.00",42,2004
"covered_union_or_employee_contract","E68243.00",43,2004
"covered_union_or_employee_contract","E68244.00",44,2004
"covered_union_or_employee_contract","E68245.00",45,2004
"covered_union_or_employee_contract","E68246.00",52,2004
"covered_union_or_employee_contract","E68247.00",53,2004
"covered_union_or_employee_contract","E68248.00",54,2004
"covered_union_or_employee_contract","E68301.00",1,2006
"covered_union_or_employee_contract","E68302.00",2,2006
"covered_union_or_employee_contract","E68303.00",3,2006
"covered_union_or_employee_contract","E68304.00",4,2006
"covered_union_or_employee_contract","E68305.00",5,2006
"covered_union_or_employee_contract","E68306.00",6,2006
"covered_union_or_employee_contract","E68307.00",7,2006
"covered_union_or_employee_contract","E68308.00",8,2006
"covered_union_or_employee_contract","E68309.00",9,2006
"covered_union_or_employee_contract","E68310.00",10,2006
"covered_union_or_employee_contract","E68311.00",11,2006
"covered_union_or_employee_contract","E68312.00",12,2006
"covered_union_or_employee_contract","E68313.00",13,2006
"covered_union_or_employee_contract","E68314.00",14,2006
"covered_union_or_employee_contract","E68315.00",15,2006
"covered_union_or_employee_contract","E68316.00",16,2006
"covered_union_or_employee_contract","E68317.00",17,2006
"covered_union_or_employee_contract","E68318.00",18,2006
"covered_union_or_employee_contract","E68319.00",19,2006
"covered_union_or_employee_contract","E68320.00",20,2006
"covered_union_or_employee_contract","E68321.00",21,2006
"covered_union_or_employee_contract","E68322.00",22,2006
"covered_union_or_employee_contract","E68323.00",23,2006
"covered_union_or_employee_contract","E68324.00",24,2006
"covered_union_or_employee_contract","E68325.00",25,2006
"covered_union_or_employee_contract","E68326.00",26,2006
"covered_union_or_employee_contract","E68327.00",27,2006
"covered_union_or_employee_contract","E68328.00",28,2006
"covered_union_or_employee_contract","E68329.00",29,2006
"covered_union_or_employee_contract","E68330.00",30,2006
"covered_union_or_employee_contract","E68331.00",31,2006
"covered_union_or_employee_contract","E68332.00",32,2006
"covered_union_or_employee_contract","E68333.00",33,2006
"covered_union_or_employee_contract","E68334.00",34,2006
"covered_union_or_employee_contract","E68335.00",35,2006
"covered_union_or_employee_contract","E68336.00",36,2006
"covered_union_or_employee_contract","E68337.00",37,2006
"covered_union_or_employee_contract","E68338.00",38,2006
"covered_union_or_employee_contract","E68339.00",39,2006
"covered_union_or_employee_contract","E68340.00",40,2006
"covered_union_or_employee_contract","E68341.00",41,2006
"covered_union_or_employee_contract","E68342.00",42,2006
"covered_union_or_employee_contract","E68343.00",43,2006
"covered_union_or_employee_contract","E68344.00",44,2006
"covered_union_or_employee_contract","E68345.00",45,2006
"covered_union_or_employee_contract","E68401.00",1,2008
"covered_union_or_employee_contract","E68402.00",2,2008
"covered_union_or_employee_contract","E68403.00",3,2008
"covered_union_or_employee_contract","E68404.00",4,2008
"covered_union_or_employee_contract","E68405.00",5,2008
"covered_union_or_employee_contract","E68406.00",6,2008
"covered_union_or_employee_contract","E68407.00",7,2008
"covered_union_or_employee_contract","E68408.00",8,2008
"covered_union_or_employee_contract","E68409.00",9,2008
"covered_union_or_employee_contract","E68410.00",10,2008
"covered_union_or_employee_contract","E68411.00",11,2008
"covered_union_or_employee_contract","E68412.00",12,2008
"covered_union_or_employee_contract","E68413.00",13,2008
"covered_union_or_employee_contract","E68414.00",14,2008
"covered_union_or_employee_contract","E68415.00",15,2008
"covered_union_or_employee_contract","E68416.00",16,2008
"covered_union_or_employee_contract","E68417.00",17,2008
"covered_union_or_employee_contract","E68418.00",18,2008
"covered_union_or_employee_contract","E68419.00",19,2008
"covered_union_or_employee_contract","E68420.00",20,2008
"covered_union_or_employee_contract","E68421.00",21,2008
"covered_union_or_employee_contract","E68422.00",22,2008
"covered_union_or_employee_contract","E68423.00",23,2008
"covered_union_or_employee_contract","E68424.00",24,2008
"covered_union_or_employee_contract","E68425.00",25,2008
"covered_union_or_employee_contract","E68426.00",26,2008
"covered_union_or_employee_contract","E68427.00",27,2008
"covered_union_or_employee_contract","E68428.00",28,2008
"covered_union_or_employee_contract","E68429.00",29,2008
"covered_union_or_employee_contract","E68430.00",30,2008
"covered_union_or_employee_contract","E68431.00",31,2008
"covered_union_or_employee_contract","E68432.00",32,2008
"covered_union_or_employee_contract","E68433.00",33,2008
"covered_union_or_employee_contract","E68434.00",34,2008
"covered_union_or_employee_contract","E68435.00",35,2008
"covered_union_or_employee_contract","E68436.00",36,2008
"covered_union_or_employee_contract","E68437.00",37,2008
"covered_union_or_employee_contract","E68438.00",38,2008
"covered_union_or_employee_contract","E68439.00",39,2008
"covered_union_or_employee_contract","E68440.00",40,2008
"covered_union_or_employee_contract","E68441.00",41,2008
"covered_union_or_employee_contract","E68442.00",42,2008
"covered_union_or_employee_contract","E68443.00",43,2008
"covered_union_or_employee_contract","E68444.00",44,2008
"covered_union_or_employee_contract","E68445.00",45,2008
"covered_union_or_employee_contract","E68446.00",46,2008
"covered_union_or_employee_contract","E68447.00",47,2008
"covered_union_or_employee_contract","E68448.00",55,2008
